localityid,locality_city,name,url
8891,258,Anand Nagar,anand-nagar
8892,258,Igatpuri,igatpuri
8893,258,Ayodhya nagari,ayodhya-nagari
8894,258,Om Nagar,om-nagar
8895,258,Medage Nagar,medage-nagar
8896,258,Bhagur,bhagur
8897,258,Vinay Nagar,vinay-nagar
8898,258,CIDCO,cidco
8899,258,Wavi,wavi
8900,258,Nilwandi,nilwandi
8901,258,Bhausahebnagar,bhausahebnagar
8902,258,Rasegaon,rasegaon
8903,258,Malegaon,malegaon
8904,258,Dindori,dindori
8905,258,Devlali,devlali
8906,258,Chinchkhed,chinchkhed
8907,258,General Vaidya Nagar,general-vaidya-nagar
8908,258,Adgaon,adgaon
8909,258,Vani,vani
8910,258,Upnagar,upnagar
8911,258,Krishna Nagar,krishna-nagar
8912,258,DSouza Colony,dsouza-colony
8913,258,Old Agra Road,old-agra-road
8914,258,New Pandit Colony,new-pandit-colony
8915,258,Ganjmal,ganjmal
8916,258,Shramik Nagar,shramik-nagar
8917,258,Shivaji Nagar,shivaji-nagar
8918,258,Deepali Nagar,deepali-nagar
8919,258,Rajur Bahula,rajur-bahula
8920,258,Vaitarna Nagar,vaitarna-nagar
8921,258,Manmad,manmad
8922,258,Hanuman Nagar,hanuman-nagar
8923,258,MIDC Ambad,midc-ambad
8924,258,Yeola,yeola
8925,258,Pimpalgaon Baswant,pimpalgaon-baswant
8926,258,Lekha Nagar,lekha-nagar
8927,258,Mhasrul Gaon,mhasrul-gaon
8928,258,Pawan Nagar,pawan-nagar
8929,258,Chunchale,chunchale
8930,258,Madsangavi,madsangavi
8931,258,Ghoti Budrak,ghoti-budrak
8932,258,Niphad,niphad
8933,258,Dasak,dasak
8934,258,Abhiyanta Nagar,abhiyanta-nagar
8935,258,Upendra Nagar Colony,upendra-nagar-colony
8936,258,Sneha Nagar,sneha-nagar
8937,258,Gotane Wada,gotane-wada
8938,258,Savata Nagar,savata-nagar
8939,258,Gayakhe Colony,gayakhe-colony
8940,258,Nagarsul,nagarsul
8941,258,Vijay Nagar,vijay-nagar
8942,258,Shalimar,shalimar
8943,258,Chandwad,chandwad
8944,258,Gandhi Nagar Airport Area,gandhi-nagar-airport-area
8945,258,Vihitgaon,vihitgaon
8946,258,Belgaon Dhaga,belgaon-dhaga
8947,258,Ekdant Nagar,ekdant-nagar
8948,258,Devgaon,devgaon
8949,258,Manegaon,manegaon
8950,258,Jagtap Nagar,jagtap-nagar
8951,258,Homi Bhabha Nagar,homi-bhabha-nagar
8952,258,Shinde,shinde
8953,258,Amrutdham,amrutdham
8954,258,Government Colony,government-colony
8955,258,Chincholi,chincholi
8956,258,Khode Nagar,khode-nagar
8957,258,Shivshakti Nagar,shivshakti-nagar
8958,258,Swaminarayan nagar,swaminarayan-nagar
8959,258,Tidke Colony,tidke-colony
8960,258,D. K. Nagar,d--k--nagar
8961,258,Samarth Nagar,samarth-nagar
8962,258,Girnare,girnare
8963,258,Tapovan Road,tapovan-road
8964,258,Mundhegaon,mundhegaon
8965,258,Pimplad,pimplad
8966,258,Mohadi,mohadi
8967,258,Ram Wadi,ram-wadi
8968,258,Nagalwadi,nagalwadi
8969,258,Wadner Road,wadner-road
8970,258,Ambedkar Nagar,ambedkar-nagar
8971,258,Gondedumala,gondedumala
8972,258,Gangapur,gangapur
8973,258,Matoshree Nagar,matoshree-nagar
8974,258,Prabhat Nagar,prabhat-nagar
8975,258,Makhmalabad,makhmalabad
8976,258,Khambale,khambale
8977,258,Soyagaon,soyagaon
8978,258,Siddheshwar Nagar,siddheshwar-nagar
8979,259,Kalyan and Dombivali,kalyan-and-dombivali
8980,260,Vasai Virar,vasai-virar
8981,261,Paithan Road,paithan-road
8982,261,Beed Bypass,beed-bypass
8983,261,Dashmesh Nagar,dashmesh-nagar
8984,261,Darga Road,darga-road
8985,261,Devlai Road,devlai-road
8986,261,Shahanurwadi,shahanurwadi
8987,261,Garkheda,garkheda
8988,261,Itkheda,itkheda
8989,261,Usmanpura,usmanpura
8990,261,Jalna Road,jalna-road
8991,261,Harsul,harsul
8992,261,Valuj,valuj
8993,261,Kanchanwadi,kanchanwadi
8994,261,Mitamita,mitamita
8995,261,Begampura,begampura
8996,261,Jadhav Mandi,jadhav-mandi
8997,261,Chetna Nagar,chetna-nagar
8998,261,Shivaji Nagar,shivaji-nagar
8999,261,Nasik Road,nasik-road
9000,261,Ellora Road,ellora-road
9001,261,Shreya Nagar,shreya-nagar
9002,261,Samarthnagar,samarthnagar
9003,261,Padegaon,padegaon
9004,261,Nashik Highway,nashik-highway
9005,261,Waluj Mahanagar,waluj-mahanagar
9006,261,Vijay Nagar Chowk,vijay-nagar-chowk
9007,261,Beed By-Pass Road,beed-by-pass-road
9008,261,Satara,satara
9009,261,Nakshatrawadi,nakshatrawadi
9010,261,Osmanpura,osmanpura
9011,261,Waluj,waluj
9012,261,Renuka Puram,renuka-puram
9013,261,Beed-Aurangabad link road,beed-aurangabad-link-road
9014,261,Naygaon,naygaon
9015,261,Savangi,savangi
9016,261,Bhagatsingh Nagar,bhagatsingh-nagar
9017,261,Hindu,hindu
9018,261,Sundarwadi,sundarwadi
9019,261,Mayur Park,mayur-park
9020,261,Pandharpur,pandharpur
9021,261,Khinvasara Park East,khinvasara-park-east
9022,261,Wankhede Nagar,wankhede-nagar
9023,261,Mukund Nagar,mukund-nagar
9024,261,Ashok Nagar,ashok-nagar
9025,261,Govindnagar,govindnagar
9026,261,Nageshwar Wadi,nageshwar-wadi
9027,261,Swapna Nagari,swapna-nagari
9028,261,Nirala Bazar,nirala-bazar
9029,261,Rana Nagar,rana-nagar
9030,261,Pangra,pangra
9031,261,South City,south-city
9032,261,Garkheda Parisar,garkheda-parisar
9033,261,Ulkanagari,ulkanagari
9034,261,Ravindra Nagar,ravindra-nagar
9035,261,Bidkin,bidkin
9036,261,New Osmanpura,new-osmanpura
9037,261,Bassaiye Nagar,bassaiye-nagar
9038,261,Wadgaon,wadgaon
9039,261,Chikalthana Industrial area,chikalthana-industrial-area
9040,261,Vaijapur 2,vaijapur-2
9041,261,Maya Nagar,maya-nagar
9042,261,Zilla Parishad Road,zilla-parishad-road
9043,261,Bansilal Nagar,bansilal-nagar
9044,261,Pratap Nagar,pratap-nagar
9045,261,Vedant Nagar,vedant-nagar
9046,261,Sudarshan Nagar,sudarshan-nagar
9047,261,Gandheli,gandheli
9048,261,Turkabad Kharadi,turkabad-kharadi
9049,261,Sillod,sillod
9050,261,Shah Bazar,shah-bazar
9051,261,Nagar Naka,nagar-naka
9052,261,Chittegaon,chittegaon
9053,261,Shendra MIDC,shendra-midc
9054,261,Chincholi,chincholi
9055,261,Arif Colony,arif-colony
9056,261,Bhavshingpura,bhavshingpura
9057,261,Deolai,deolai
9058,261,Nagsenvan,nagsenvan
9059,261,Jatwada,jatwada
9060,261,Lasur,lasur
9061,261,Sindhi Colony,sindhi-colony
9062,261,Shahgunj,shahgunj
9063,261,Khadkeshwar,khadkeshwar
9064,261,Ajab Nagar,ajab-nagar
9065,261,Samta Nagar,samta-nagar
9066,261,Naregaon,naregaon
9067,261,Pannalal Nagar,pannalal-nagar
9068,261,Kumbhefal,kumbhefal
9069,261,Deogiri Valley,deogiri-valley
9070,261,Padampura,padampura
9071,261,Shree Datta Meher Nagari,shree-datta-meher-nagari
9072,261,Tisgaon,tisgaon
9073,261,Farola,farola
9074,261,M G M,m-g-m
9075,261,Khokadpura,khokadpura
9076,261,Jawahar Colony,jawahar-colony
9077,261,Pisadevi,pisadevi
9078,261,Golwadi,golwadi
9079,261,Mukundwadi,mukundwadi
9080,261,Shendraban,shendraban
9081,261,Kubhephal,kubhephal
9082,261,Jalna,jalna
9083,261,Daudnagar,daudnagar
9084,261,Apatgaon,apatgaon
9085,262,Navi Mumbai,navi-mumbai
9086,263,Vijapur Road,vijapur-road
9087,263,Murarji Peth,murarji-peth
9088,263,Saat Rasta,saat-rasta
9089,263,Akkalkot Road,akkalkot-road
9090,263,100-feet Hotgi Road,100-feet-hotgi-road
9091,263,Railway lines,railway-lines
9092,263,South Sadar Bazar,south-sadar-bazar
9093,263,NH-13,nh-13
9094,263,South Kasba,south-kasba
9095,263,New Budhwar Peth,new-budhwar-peth
9096,263,Shukrawar Peth,shukrawar-peth
9097,263,Bhawani Peth,bhawani-peth
9098,263,Hotgi Road,hotgi-road
9099,263,Shelgi,shelgi
9100,263,Solapur-Pune Highway,solapur-pune-highway
9101,263,Boramani,boramani
9102,263,Akluj,akluj
9103,263,Nehru Nagar,nehru-nagar
9104,263,Sakhar Peth,sakhar-peth
9105,263,Sidheshwar Peth,sidheshwar-peth
9106,263,Shivaganga Nagar,shivaganga-nagar
9107,263,Pandharpur,pandharpur
9108,263,Jule,jule
9109,263,MIDC,midc
9110,263,Telarnagar,telarnagar
9111,263,Hotgi,hotgi
9112,263,Jawaharlal Housing Society,jawaharlal-housing-society
9113,263,Anand Nagar,anand-nagar
9114,263,Aditya Nagar,aditya-nagar
9115,263,Soregaon,soregaon
9116,263,Indira Nagar,indira-nagar
9117,263,Bijapur road,bijapur-road
9118,263,Ganesh Nagar,ganesh-nagar
9119,263,Siddheshwar Nagar,siddheshwar-nagar
9120,263,Swagat Nagar,swagat-nagar
9121,263,Barshi,barshi
9122,263,Modnimb,modnimb
9123,263,Borgaon,borgaon
9124,263,Nannaj,nannaj
9125,263,Bhogaon,bhogaon
9126,263,Darganhalli,darganhalli
9127,263,Sainath Nagar,sainath-nagar
9128,263,Amrut Nagar,amrut-nagar
9129,263,Raghvendra Nagar,raghvendra-nagar
9130,263,Majrewadi,majrewadi
9131,263,Ghatne,ghatne
9132,263,Navi Peth,navi-peth
9133,263,Bale,bale
9134,263,Akkalkot,akkalkot
9135,263,Malikpeth,malikpeth
9136,263,Mangalwedha,mangalwedha
9137,263,Damani Nagar,damani-nagar
9138,263,Antrolikar Nagar,antrolikar-nagar
9139,263,Rangraj Nagar,rangraj-nagar
9140,263,Kamla Nagar,kamla-nagar
9141,263,Kurdu,kurdu
9142,263,Khed,khed
9143,263,Tembhurni,tembhurni
9144,263,Takli,takli
9145,263,Vasant Vihar,vasant-vihar
9146,263,Rajaswa Nagar,rajaswa-nagar
9147,263,Mandrup,mandrup
9148,263,Shaniwar Peth,shaniwar-peth
9149,263,Laxmi Vishnu Chawl,laxmi-vishnu-chawl
9150,263,Janki Nagar,janki-nagar
9151,263,Solapur Tuljapur Road,solapur-tuljapur-road
9152,263,Mohol,mohol
9153,264,Mira and Bhayander,mira-and-bhayander
9154,265,Bhiwandi,bhiwandi
9155,266,Arjun Nagar,arjun-nagar
9156,266,Juni Basti,juni-basti
9157,266,Patvipura,patvipura
9158,266,Gadge Nagar,gadge-nagar
9159,266,Akoli Road,akoli-road
9160,266,Achalpur,achalpur
9161,266,Mangruli,mangruli
9162,266,Sai Nagar,sai-nagar
9163,266,Warud,warud
9164,266,Kurha,kurha
9165,266,Siddhivinayak Nagar,siddhivinayak-nagar
9166,266,Gopal Nagar,gopal-nagar
9167,266,Shegaon-Rahatgaon road,shegaon-rahatgaon-road
9168,266,Amravati MIDC,amravati-midc
9169,266,MHADA Colony,mhada-colony
9170,266,Sharda Vihar,sharda-vihar
9171,266,Dastur Nagar,dastur-nagar
9172,266,Chandur Bazar,chandur-bazar
9173,266,Rajapeth,rajapeth
9174,266,Hazrat Bilal Nagar,hazrat-bilal-nagar
9175,266,Shivneri Colony,shivneri-colony
9176,266,Juni Taksal,juni-taksal
9177,266,Bhatkuli,bhatkuli
9178,266,Gawali Pura,gawali-pura
9179,266,Kathora ,kathora-
9180,266,Holywood Nagar,holywood-nagar
9181,266,Rahatgaon,rahatgaon
9182,266,Daryapur,daryapur
9183,266,SRPF Colony,srpf-colony
9184,266,Maltekdi,maltekdi
9185,266,Paradise Colony,paradise-colony
9186,266,Nandgaon Khandeshwar,nandgaon-khandeshwar
9187,266,Chandur,chandur
9188,266,Paranjpe Colony,paranjpe-colony
9189,266,Joshi Colony,joshi-colony
9190,266,Badnera,badnera
9191,266,Janardhan Peth,janardhan-peth
9192,266,Dhotra,dhotra
9193,266,Parvati Nagar,parvati-nagar
9194,266,Shirala,shirala
9195,266,Mudholkar Peth,mudholkar-peth
9196,266,Chaman Shah Wali,chaman-shah-wali
9197,267,Mukhed,mukhed
9198,267,Waman Nagar,waman-nagar
9199,267,Taroda,taroda
9200,267,Airport Road,airport-road
9201,267,Vishnupuri,vishnupuri
9202,267,Nanded-Basmath Road,nanded-basmath-road
9203,267,Mudkhed road,mudkhed-road
9204,267,Wajegaon,wajegaon
9205,267,Visawa Nagar,visawa-nagar
9206,267,Tuppa,tuppa
9207,267,Harsh Nagar,harsh-nagar
9208,267,Vasarani,vasarani
9209,267,Labour Colony,labour-colony
9210,267,Wadi Bk.,wadi-bk
9211,267,Vishnu Nagar,vishnu-nagar
9212,267,Vazirabad,vazirabad
9213,267,Chetnya Nagar,chetnya-nagar
9214,267,Mai Mandir Road,mai-mandir-road
9215,267,Waghala,waghala
9216,268,Mangalwar Peth,mangalwar-peth
9217,268,Uttareshwar Peth,uttareshwar-peth
9218,268,Nagala Park,nagala-park
9219,268,Tarabai Park,tarabai-park
9220,268,Panhala,panhala
9221,268,Laxmipuri,laxmipuri
9222,268,Shahupuri,shahupuri
9223,268,Papachi Tikati,papachi-tikati
9224,268,Ruikar Colony,ruikar-colony
9225,268,Rajendra Nagar,rajendra-nagar
9226,268,Pratibha Nagar,pratibha-nagar
9227,268,Rajarampuri,rajarampuri
9228,268,Hari Om Nagar,hari-om-nagar
9229,268,Sykes Extension,sykes-extension
9230,268,Shivaji Peth,shivaji-peth
9231,268,Sambhaji Nagar,sambhaji-nagar
9232,268,Kadamwadi,kadamwadi
9233,268,Mukt Sainik Colony,mukt-sainik-colony
9234,268,New Shahupuri,new-shahupuri
9235,268,Shivaji Park,shivaji-park
9236,268,Raman Mala,raman-mala
9237,268,Kasaba Bawada,kasaba-bawada
9238,268,Mahalaxmi Nagar,mahalaxmi-nagar
9239,268,Manganwlar Peth,manganwlar-peth
9240,268,Salonkhe Nagar,salonkhe-nagar
9241,268,Samrat Nagar,samrat-nagar
9242,268,Baba Jarag Nagar,baba-jarag-nagar
9243,268,Uchgaon,uchgaon
9244,268,Phulewadi,phulewadi
9245,268,Ujalaiwadi,ujalaiwadi
9246,268,Shivganga Colony,shivganga-colony
9247,268,Chambukadi,chambukadi
9248,268,Ichalkaranji,ichalkaranji
9249,268,Padmala,padmala
9250,268,Tapowan,tapowan
9251,268,Kagal,kagal
9252,268,Shukrawar Peth,shukrawar-peth
9253,268,Pachgaon,pachgaon
9254,268,R K Nagar,r-k-nagar
9255,268,Saneguruji Vasahat,saneguruji-vasahat
9256,268,Nagaon,nagaon
9257,268,Wangi Bol,wangi-bol
9258,268,Kandalgaon,kandalgaon
9259,268,Rakshi,rakshi
9260,268,Nangargaon Village,nangargaon-village
9261,268,Station Road,station-road
9262,268,Shirgaon,shirgaon
9263,268,Hanuman Nagar,hanuman-nagar
9264,268,Gadhinglaj,gadhinglaj
9265,268,Sambhapur,sambhapur
9266,268,Kalamba,kalamba
9267,268,Shahuwadi,shahuwadi
9268,268,Shiroli,shiroli
9269,268,Jawahar Nagar,jawahar-nagar
9270,268,Rajopadhye Nagar,rajopadhye-nagar
9271,268,Sangavade,sangavade
9272,268,Morewadi,morewadi
9273,268,Jaysingpur,jaysingpur
9274,268,Pirwadi,pirwadi
9275,268,Wadanage,wadanage
9276,268,Korochi,korochi
9277,268,Bhosalewadi,bhosalewadi
9278,268,Nana Patil Nagar,nana-patil-nagar
9279,268,Mudshingi,mudshingi
9280,268,Vathar Tarf Vadgaon,vathar-tarf-vadgaon
9281,268,Hatkanangale,hatkanangale
9282,268,Amba,amba
9283,268,Puikhadi,puikhadi
9284,268,Peth Vadgaon,peth-vadgaon
9285,268,Jadhavwadi,jadhavwadi
9286,268,B Ward,b-ward
9287,268,Chandgad,chandgad
9288,268,Sadale,sadale
9289,268,Gaganbawda,gaganbawda
9290,268,Survey Nagar,survey-nagar
9291,268,Vikaswadi,vikaswadi
9292,268,Aptenagar,aptenagar
9293,268,Gargoti,gargoti
9294,268,Rankala,rankala
9295,268,Karve,karve
9296,268,Deokar Panand,deokar-panand
9297,268,Narasoba Wadi,narasoba-wadi
9298,268,Varsha Nagar,varsha-nagar
9299,268,Ispurli,ispurli
9300,268,Kodoli,kodoli
9301,268,Warananagar,warananagar
9302,268,Mukt Sainik Vasahat,mukt-sainik-vasahat
9303,268,Atigre,atigre
9304,268,C Ward,c-ward
9305,269,Ulhasnagar,ulhasnagar
9306,270,Sangli Miraj Kupwad,sangli-miraj-kupwad
9307,271,Malegaon,malegaon
9308,272,Bambhori Pr. Chandsar,bambhori-pr--chandsar
9309,272,Varagaon,varagaon
9310,272,Ramanand Nagar,ramanand-nagar
9311,272,Mohan Nagar,mohan-nagar
9312,272,Amalner,amalner
9313,272,Shahunagar,shahunagar
9314,272,Deogaon,deogaon
9315,272,Bhikamchand Jain Nagar,bhikamchand-jain-nagar
9316,272,Bhusawal,bhusawal
9317,272,Mohadi,mohadi
9318,272,Muktainagar,muktainagar
9319,272,Samata Nagar,samata-nagar
9320,272,Ganpati Nagar,ganpati-nagar
9321,272,Khedi Shivar,khedi-shivar
9322,272,Kusumbe,kusumbe
9323,272,Ganesh Colony,ganesh-colony
9324,272,Jalgaon-Asoda Road,jalgaon-asoda-road
9325,272,Dharangaon,dharangaon
9326,272,Lamanjan P.Bornar,lamanjan-p-bornar
9327,272,Digambar Housing Society,digambar-housing-society
9328,272,Mahabal colony,mahabal-colony
9329,272,Dhake Wadi,dhake-wadi
9330,272,Savkheda,savkheda
9331,272,Khote Nagar,khote-nagar
9332,272,Jaikisan Wadi,jaikisan-wadi
9333,272,Old MIDC,old-midc
9334,272,Pachora,pachora
9335,272,Kanalada road,kanalada-road
9336,272,Shriram Nagar,shriram-nagar
9337,272,Tambapura,tambapura
9338,272,Shirsoli Gaon,shirsoli-gaon
9339,272,Pimpalkotha,pimpalkotha
9340,272,Sagar Nagar,sagar-nagar
9341,272,Supreme Colony,supreme-colony
9342,272,Adarsh Nagar,adarsh-nagar
9343,272,Raver,raver
9344,272,Harivitthal Nagar,harivitthal-nagar
9345,272,Kusumbe Kh,kusumbe-kh
9346,272,Pimparla,pimparla
9347,272,Chincholi,chincholi
9348,272,Erandol,erandol
9349,272,Shiv Colony,shiv-colony
9350,272,Chalisgaon,chalisgaon
9351,272,Yashwant Nagar,yashwant-nagar
9352,273,Jatharpeth,jatharpeth
9353,273,Tapadia Nagar,tapadia-nagar
9354,273,Samata Colony,samata-colony
9355,273,Ranpise Nagar,ranpise-nagar
9356,273,Murtizapur Road,murtizapur-road
9357,273,Ramdaspeth,ramdaspeth
9358,273,Umri Pragane Balapur,umri-pragane-balapur
9359,273,Akot,akot
9360,273,Balapur,balapur
9361,273,Shastri Nagar,shastri-nagar
9362,273,Gorakshan Road,gorakshan-road
9363,273,Malkapur,malkapur
9364,273,Ganesh Nagar,ganesh-nagar
9365,273,Dabki road,dabki-road
9366,273,Mangrul Pir road,mangrul-pir-road
9367,273,Khadki,khadki
9368,273,Kaulkhed,kaulkhed
9369,273,Kapila Nagar,kapila-nagar
9370,273,Dahigaon,dahigaon
9371,273,New Radhakisan Plots,new-radhakisan-plots
9372,273,Murtizapur,murtizapur
9373,273,Baid Pura,baid-pura
9374,273,Mominpura,mominpura
9375,273,Chandur,chandur
9376,274,Netaji Nagar,netaji-nagar
9377,274,Pragati Nagar,pragati-nagar
9378,274,Arvi,arvi
9379,274,Moti Nagar,moti-nagar
9380,274,Nilanga,nilanga
9381,274,Choudhari Nagar,choudhari-nagar
9382,274,Harangul Bk.,harangul-bk-
9383,274,Latur MIDC,latur-midc
9384,274,Ausa,ausa
9385,274,Hanmantwadi,hanmantwadi
9386,274,Khadgaon,khadgaon
9387,274,Pakharsangvi,pakharsangvi
9388,274,Narayan Nagar,narayan-nagar
9389,274,Hatte Nagar,hatte-nagar
9390,274,Udgir,udgir
9391,274,AURAD SHAHAJANI,aurad-shahajani
9392,274,Sawe Wadi,sawe-wadi
9393,274,Ahmedpur,ahmedpur
9394,274,Vishwanathpuram,vishwanathpuram
9395,274,Prakash Nagar,prakash-nagar
9396,274,HUDCO and CIDCO,hudco-and-cidco
9397,275,Navnath Nager,navnath-nager
9398,275,Sakri Road,sakri-road
9399,275,Deopur,deopur
9400,275,Shirpur,shirpur
9401,275,Agrawal Nagar,agrawal-nagar
9402,275,Malegaon Road,malegaon-road
9403,275,Pimpalner,pimpalner
9404,275,Walwadi,walwadi
9405,275,Nakane,nakane
9406,275,Arni,arni
9407,275,Fagane,fagane
9408,275,Green Park,green-park
9409,275,Ambode,ambode
9410,275,Sriram Nagar,sriram-nagar
9411,275,Kusumbe,kusumbe
9412,275,Biladi,biladi
9413,275,Wadibhokar,wadibhokar
9414,275,Nawal Nagar,nawal-nagar
9415,275,MIDC Avdhan,midc-avdhan
9416,275,Molviganj,molviganj
9417,276,Gundegaon,gundegaon
9418,276,Karjat,karjat
9419,276,Pimpalwadi Road,pimpalwadi-road
9420,276,Savedi,savedi
9421,276,Shirdi,shirdi
9422,276,Shevgaon,shevgaon
9423,276,Sangamner ,sangamner-
9424,276,Kopargaon,kopargaon
9425,276,Belapur,belapur
9426,276,Loni Kh.,loni-kh-
9427,276,Rahata,rahata
9428,276,Shrirampur,shrirampur
9429,276,Shani Shignapur,shani-shignapur
9430,276,Darewadi,darewadi
9431,276,Mahavir nagar ,mahavir-nagar-
9432,276,Sandesh Nagar,sandesh-nagar
9433,276,Walunj,walunj
9434,276,Govindpura,govindpura
9435,276,Sanchar Nagar,sanchar-nagar
9436,276,Chahurana Bk.,chahurana-bk-
9437,276,New Tilak Road,new-tilak-road
9438,276,Pathardi,pathardi
9439,276,Pipeline Road,pipeline-road
9440,276,Tilak Nagar,tilak-nagar
9441,276,Bhingar,bhingar
9442,276,Bhavani Nagar,bhavani-nagar
9443,276,Pedgaon,pedgaon
9444,276,Iwale Nagar,iwale-nagar
9445,276,Burhan Nagar,burhan-nagar
9446,276,Kedgaon,kedgaon
9447,276,Waghunde BK,waghunde-bk
9448,276,Bodhegaon,bodhegaon
9449,276,Anand Nagar,anand-nagar
9450,276,Shrigonda,shrigonda
9451,276,Ranjangaon,ranjangaon
9452,276,Shendi,shendi
9453,276,Ghargaon,ghargaon
9454,276,MIDC,midc
9455,276,Nepti Suburban,nepti-suburban
9456,276,Ghodegaon,ghodegaon
9457,276,Bolhegaon Suburban,bolhegaon-suburban
9458,276,Burudgaon,burudgaon
9459,276,Rahuri,rahuri
9460,276,Dasarenagar,dasarenagar
9461,276,Nalegaon,nalegaon
9462,276,Sonai,sonai
9463,276,Dnyaneshwar Nagar,dnyaneshwar-nagar
9464,276,Samata Nagar,samata-nagar
9465,276,Parner,parner
9466,276,Wadgaon Gupta,wadgaon-gupta
9467,276,Mukundnagar,mukundnagar
9468,276,Sarjepura city,sarjepura-city
9469,276,Tarakpur,tarakpur
9470,276,General Vaidya Colony,general-vaidya-colony
9471,276,Devdholera,devdholera
9472,276,Anand Nagar East,anand-nagar-east
9473,276,Maliwada,maliwada
9474,276,Nirmal Nagar,nirmal-nagar
9475,276,Gulmohar Road,gulmohar-road
9476,276,Deolali Pravara,deolali-pravara
9477,276,Jamkhed,jamkhed
9478,276,Akole,akole
9479,276,Supe,supe
9480,276,Bhistabag,bhistabag
9481,277,Sasti,sasti
9482,277,Tukum,tukum
9483,277,MHADA Colony,mhada-colony
9484,277,Shivaji Nagar,shivaji-nagar
9485,277,Warora,warora
9486,277,Padoli,padoli
9487,277,Bhadravati,bhadravati
9488,277,Balharshah,balharshah
9489,277,Brahmapuri,brahmapuri
9490,277,Shegaon Bk,shegaon-bk
9491,277,Sindewahi,sindewahi
9492,277,Ramnagar,ramnagar
9493,277,Tadalt,tadalt
9494,277,Dewada,dewada
9495,277,Nagala,nagala
9496,278,Shivaji Nagar,shivaji-nagar
9497,278,Masoom Colony,masoom-colony
9498,278,Gajanan Nagar,gajanan-nagar
9499,278,Pardi,pardi
9500,278,Satkar Colony,satkar-colony
9501,278,Ramkrishna Nagar,ramkrishna-nagar
9502,278,Basmat road,basmat-road
9503,278,Gangakhed,gangakhed
9504,278,Datta Nagar,datta-nagar
9505,278,Pathri road,pathri-road
9506,278,Jintur,jintur
9507,278,Darga Road,darga-road
9508,278,Railways Station Road,railways-station-road
9509,278,Ukhlad,ukhlad
9510,278,Bhagyalakshmi Nagar,bhagyalakshmi-nagar
9511,279,Ichalkaranji,ichalkaranji
9512,280,Ramnagar Village,ramnagar-village
9513,280,Prashanti Nagar,prashanti-nagar
9514,280,Shashtri Mohalla,shashtri-mohalla
9515,280,Kharpudi,kharpudi
9516,280,Gawali Pura,gawali-pura
9517,280,Satkarya Nagar ,satkarya-nagar-
9518,280,Partur,partur
9519,280,Bhatepuri,bhatepuri
9520,280,Ghansawangi,ghansawangi
9521,280,Ambad,ambad
9522,280,Vyankatesh Nagar,vyankatesh-nagar
9523,280,Bhawani Nagar,bhawani-nagar
9524,280,Kharat Nagar,kharat-nagar
9525,280,Bhagya Nagar,bhagya-nagar
9526,280,Gyatri Nagar,gyatri-nagar
9527,280,Mastgarh,mastgarh
9528,280,Bhokardan,bhokardan
9529,280,shakuntala Nager,shakuntala-nager
9530,281,Ambernath,ambernath
9531,282,Mahape,mahape
9532,282,Rabale,rabale
9533,282,Shiravane,shiravane
9534,282,Turbhe,turbhe
9535,282,Apta,apta
9536,282,Parsik Hill,parsik-hill
9537,282,Khanda Colony,khanda-colony
9538,282,Dronagiri,dronagiri
9539,282,Navade,navade
9540,282,Khalapur,khalapur
9541,282,Bonkode,bonkode
9542,282,Shedung,shedung
9543,282,Ghansoli,ghansoli
9544,282,Ulwe,ulwe
9545,282,Taloja,taloja
9546,282,New Panvel,new-panvel
9547,282,Panvel,panvel
9548,282,CBD Belapur,cbd-belapur
9549,282,Nerul,nerul
9550,282,Kharghar,kharghar
9551,282,Kalamboli,kalamboli
9552,282,Seawoods,seawoods
9553,282,Kamothe,kamothe
9554,282,Airoli,airoli
9555,282,Sanpada,sanpada
9556,282,Khandeshwar,khandeshwar
9557,282,Kopar Khairane,kopar-khairane
9558,282,Uran,uran
9559,282,Vashi,vashi
9560,282,Rasayani,rasayani
9561,282,Pen,pen
9562,282,Mumbai Pune Express Highway,mumbai-pune-express-highway
9563,282,Nhava,nhava
9564,282,Roadpali,roadpali
9565,282,Palm Beach Road,palm-beach-road
9566,282,Juinagar,juinagar
9567,282,Karanjade,karanjade
9568,282,sector 8A,sector-8a
9569,282,sector 11,sector-11
9570,282,Talavli,talavli
9571,282,savoli,savoli
9572,282,sector 26 Vashi,sector-26-vashi
9573,282,Sector 19,sector-19
9574,282,Tembhode,tembhode
9575,282,sector 50,sector-50
9576,282,sector 50 New,sector-50-new
9577,282,sector 15,sector-15
9578,282,sector 19 (shahbaz village),sector-19-(shahbaz-village)
9579,282,sector 20,sector-20
9580,282,Sector 6,sector-6
9581,282,sector 7,sector-7
9582,282,Sector 10 ( Kopra),sector-10-(-kopra)
9583,282,Sector 12,sector-12
9584,282,sector 13,sector-13
9585,282,sector 20 Kharghar,sector-20-kharghar
9586,282,Sector 27 Kharghar,sector-27-kharghar
9587,282,sector 30 Kharghar,sector-30-kharghar
9588,282,sector 34 Kharghar,sector-34-kharghar
9589,282,Sector 35 Kharghar,sector-35-kharghar
9590,282,Sector 21 Kharghar,sector-21-kharghar
9591,282,Sector 15 Kharghar,sector-15-kharghar
9592,282,sector 19 Kharghar,sector-19-kharghar
9593,282,Sector 27 - Kharghar,sector-27-kharghar
9594,282,sector 36 Kamothe,sector-36-kamothe
9595,282,Sector 18 Kamothe,sector-18-kamothe
