localityid,locality_city,name,url
5106,188,Kannamangala,kannamangala
5107,188,Battarahalli,battarahalli
5108,188,Huskur,huskur
5109,188,Bommenahalli,bommenahalli
5110,188,Srinagar,srinagar
5111,188,Ramohalli,ramohalli
5112,188,Viveka Nagar,viveka-nagar
5113,188,Andrahalli,andrahalli
5114,188,Thavarekere-Magadi Road,thavarekere-magadi-road
5115,188,Chikkaballapur-Gauribidanur Road,chikkaballapur-gauribidanur-road
5116,188,Kamanahalli,kamanahalli
5117,188,Soundarya Layout,soundarya-layout
5118,188,Kogilu,kogilu
5119,188,Guttahalli,guttahalli
5120,188,Kodipur,kodipur
5121,188,Chikkabidarakallu,chikkabidarakallu
5122,188,R.K. Hegde Nagar,r-k-hegde-nagar
5123,188,Margondanahalli,margondanahalli
5124,188,Doddenahalli,doddenahalli
5125,188,Weavers Colony,weavers-colony
5126,188,Cottonpete,cottonpete
5127,188,Huttanahalli,huttanahalli
5128,188,Anagalapura,anagalapura
5129,188,Chikkalasandra,chikkalasandra
5130,188,Hanumantha Nagar,hanumantha-nagar
5131,188,Devinagar,devinagar
5132,188,JP Nagar Phase 1,jp-nagar-phase-1
5133,188,JP Nagar Phase 2,jp-nagar-phase-2
5134,188,JP Nagar Phase 3,jp-nagar-phase-3
5135,188,JP Nagar Phase 4,jp-nagar-phase-4
5136,188,JP Nagar Phase 5,jp-nagar-phase-5
5137,188,JP Nagar Phase 6,jp-nagar-phase-6
5138,188,JP Nagar Phase 7,jp-nagar-phase-7
5139,188,JP Nagar Phase 8,jp-nagar-phase-8
5140,188,JP Nagar Phase 9,jp-nagar-phase-9
5141,188,Shigehalli,shigehalli
5142,188,Hancharahalli,hancharahalli
5143,188,Gollahalli,gollahalli
5144,188,Kadubeesanahalli,kadubeesanahalli
5145,188,Nallurhalli,nallurhalli
5146,188,Dodsworth Layout,dodsworth-layout
5147,188,Pattandur Agrahara,pattandur-agrahara
5148,188,Siddapura,siddapura
5149,188,Ramagondanahalli,ramagondanahalli
5150,188,Immadihalli,immadihalli
5151,188,Doddakammanahalli,doddakammanahalli
5152,188,Vinayaka Layout,vinayaka-layout
5153,188,Doddakannalli,doddakannalli
5154,188,Carmelaram,carmelaram
5155,188,Kodathi,kodathi
5156,188,Chikkabellandur,chikkabellandur
5157,188,Girinagar,girinagar
5158,188,Kathriguppe,kathriguppe
5159,188,Sompura,sompura
5160,188,Doddathoguru,doddathoguru
5161,188,Karuna Nagar,karuna-nagar
5162,188,Neeladri Nagar,neeladri-nagar
5163,188,K Channasandra,k-channasandra
5164,188,Devasthanagalu,devasthanagalu
5165,188,Munnekollal,munnekollal
5166,188,Silver Springs Layout,silver-springs-layout
5167,188,Harohalli,harohalli
5168,188,Chikkabasavanapura,chikkabasavanapura
5169,188,Tharabanahalli,tharabanahalli
5170,188,Belatur,belatur
5171,188,Seegehalli,seegehalli
5172,188,Jakkuru Layout,jakkuru-layout
5173,188,Chikkakannalli,chikkakannalli
5174,188,Nayanda Halli,nayanda-halli
5175,188,Cholanayakanahalli,cholanayakanahalli
5176,188,Kanaka Nagar,kanaka-nagar
5177,188,Chamundi Nagar,chamundi-nagar
5178,188,Srirampura,srirampura
5179,188,Ashirvad Colony,ashirvad-colony
5180,188,Horamavu Agara,horamavu-agara
5181,188,Munireddy Layout,munireddy-layout
5182,188,Kallumantapa,kallumantapa
5183,188,Budihal,budihal
5184,188,Garvebhavi Palya,garvebhavi-palya
5185,188,Byrathi,byrathi
5186,188,Binny Pete,binny-pete
5187,188,Maruthi Nagar (Yelahanka),maruthi-nagar-(yelahanka)
5188,188,Kalasipalayam,kalasipalayam
5189,188,Sonnenahalli,sonnenahalli
5190,188,Virupakshapura,virupakshapura
5191,188,Chinnapanna Halli,chinnapanna-halli
5192,188,HSR Layout Sector 1,hsr-layout-sector-1
5193,188,HSR Layout Sector 2,hsr-layout-sector-2
5194,188,Garden Layout,garden-layout
5195,188,HSR Layout Sector 3,hsr-layout-sector-3
5196,188,HSR Layout Sector 4,hsr-layout-sector-4
5197,188,HSR Layout Sector 5,hsr-layout-sector-5
5198,188,HSR Layout Sector 6,hsr-layout-sector-6
5199,188,HSR Layout Sector 7,hsr-layout-sector-7
5200,188,Teacher's Colony,teacher's-colony
5201,188,Jakkasandra,jakkasandra
5202,188,B Narayanapura,b-narayanapura
5203,188,Garudachar Palya,garudachar-palya
5204,188,Roopena Agrahara,roopena-agrahara
5205,188,Seenappa Layout,seenappa-layout
5206,188,Lake City,lake-city
5207,188,Doddakallasandra,doddakallasandra
5208,188,Kaggalipura,kaggalipura
5209,188,HMT Layout,hmt-layout
5210,188,Doddabele,doddabele
5211,188,Balagere,balagere
5212,188,Kudlu,kudlu
5213,188,Byatarayanapura,byatarayanapura
5214,188,CQAL Layout,cqal-layout
5215,188,Rajiv Gandhi Nagar,rajiv-gandhi-nagar
5216,188,Gattahalli,gattahalli
5217,188,Shanthi Pura,shanthi-pura
5218,188,Bhovi Palya,bhovi-palya
5219,188,Ananth Nagar,ananth-nagar
5220,188,Chikka Banaswadi,chikka-banaswadi
5221,188,Lakshmamma Layout,lakshmamma-layout
5222,188,Vijaya Bank Colony,vijaya-bank-colony
5223,188,Chelekare,chelekare
5224,188,Craig Park Layout,craig-park-layout
5225,188,Shanthala Nagar,shanthala-nagar
5226,188,Chinnapa Garden,chinnapa-garden
5227,188,Raghavendra Colony,raghavendra-colony
5228,188,Madhava Nagar,madhava-nagar
5229,188,Munireddypalya,munireddypalya
5230,188,Nobo Nagar,nobo-nagar
5231,188,Bhoopasandra,bhoopasandra
5232,188,Kartik Nagar,kartik-nagar
5233,188,Adakamaranahalli,adakamaranahalli
5234,188,Donnenahalli,donnenahalli
5235,188,Suryanagar,suryanagar
5236,188,Dooravani Nagar,dooravani-nagar
5237,188,Hosapalaya,hosapalaya
5238,188,Kithiganur,kithiganur
5239,188,Budigere Road,budigere-road
5240,188,Sankey Road,sankey-road
5241,188,Vehloli,vehloli
5242,188,Bikasipura,bikasipura
5243,188,Vasanthapura,vasanthapura
5244,188,Kempapura,kempapura
5245,188,Uttarahalli Main Road,uttarahalli-main-road
5246,188,Rachenahalli,rachenahalli
5247,188,Kuthaganahalli,kuthaganahalli
5248,188,Kamaksipalya,kamaksipalya
5249,188,Attibele - Anekal Road,attibele-anekal-road
5250,188,Gubalala,gubalala
5251,188,Hullahalli,hullahalli
5252,188,Chokkanahalli,chokkanahalli
5253,188,Kacharakanahalli,kacharakanahalli
5254,188,Tharaballi,tharaballi
5255,188,Talaghattapura,talaghattapura
5256,188,Soukya Road,soukya-road
5257,188,Nelamangala - Chikkaballapura Road,nelamangala-chikkaballapura-road
5258,188,Kumbalgodu,kumbalgodu
5259,188,Ganapathihalli,ganapathihalli
5260,188,Bhoganhalli,bhoganhalli
5261,188,Tippenahalli,tippenahalli
5262,188,Banashankari 3rd Stage,banashankari-3rd-stage
5263,188,Banashankari 5th Stage,banashankari-5th-stage
5264,188,Bhaktharahalli,bhaktharahalli
5265,188,Sampigehalli,sampigehalli
5266,188,Boyalahalli,boyalahalli
5267,188,Chikkathoguru,chikkathoguru
5268,188,Ballur,ballur
5269,188,Chikka Tirupathi Road,chikka-tirupathi-road
5270,188,Chadalapura,chadalapura
5271,188,Venkatagiri Kote,venkatagiri-kote
5272,188,Kothanoor,kothanoor
5273,188,Gunjur Mugalur Road,gunjur-mugalur-road
5274,188,Arasanakunte,arasanakunte
5275,188,Kunigal Road,kunigal-road
5276,188,Koralur,koralur
5277,188,Essel Gardens,essel-gardens
5278,188,Bileshivale,bileshivale
5279,188,Meenakunte,meenakunte
5280,188,Kodigehalli - KR Puram,kodigehalli-kr-puram
5281,188,S.Medihalli,s-medihalli
5282,188,Yelanahalli,yelanahalli
5283,188,Nagondanahalli,nagondanahalli
5284,188,Koti Hosahalli,koti-hosahalli
5285,188,Lingadheeranahalli,lingadheeranahalli
5286,188,Nehru Nagar,nehru-nagar
5287,188,Medihalli,medihalli
5288,188,Shankarapura,shankarapura
5289,188,Bannerghatta Jigani Road,bannerghatta-jigani-road
5290,188,Somashetti Halli,somashetti-halli
5291,188,Nagadevanahalli,nagadevanahalli
5292,188,Tilak Nagar,tilak-nagar
5293,188,Chikkagubbi Village,chikkagubbi-village
5294,188,Venkateshpuram,venkateshpuram
5295,188,Kommaghatta,kommaghatta
5296,188,Aavalahalli,aavalahalli
5297,188,Vaderahalli,vaderahalli
5298,188,Judicial Layout,judicial-layout
5299,188,Kalkunte,kalkunte
5300,188,Sulikere,sulikere
5301,188,Chandapura-Sarjapura Road,chandapura-sarjapura-road
5302,188,Kurudusonnenahalli,kurudusonnenahalli
5303,188,Chikkasagarahalli,chikkasagarahalli
5304,188,Mayaghanahalli,mayaghanahalli
5305,188,Chikkanagamangala,chikkanagamangala
5306,188,Pattegarhpalya,pattegarhpalya
5307,188,Masti - Malur Road,masti-malur-road
5308,188,Yarandahalli,yarandahalli
5309,188,Kambalipura,kambalipura
5310,188,Doddagubbi,doddagubbi
5311,188,Narayanapura,narayanapura
5312,188,Kambipura,kambipura
5313,188,Sathanur,sathanur
5314,188,Bylkonehalli,bylkonehalli
5315,188,Guddahatti,guddahatti
5316,188,Kallahalli,kallahalli
5317,188,Hemmigepura,hemmigepura
5318,188,Veerannapalya,veerannapalya
5319,188,Raghuvanahalli,raghuvanahalli
5320,188,Jigini Anekal Road,jigini-anekal-road
5321,188,Konena Agrahara,konena-agrahara
5322,188,Bangalore- Hyderabad Highway road,bangalore-hyderabad-highway-road
5323,188,Shettigere,shettigere
5324,188,Kadarenahalli,kadarenahalli
5325,188,Kuduragere,kuduragere
5326,188,Naganathapura,naganathapura
5327,188,Nellukunte,nellukunte
5328,188,Subramanyanagar,subramanyanagar
5329,188,Chikkabettahalli,chikkabettahalli
5330,188,Lakshmipura,lakshmipura
5331,188,Hessarghatta Road,hessarghatta-road
5332,188,Basavanapura,basavanapura
5333,188,Thindlu,thindlu
5334,188,Thammenahalli,thammenahalli
5335,188,Konadasapura,konadasapura
5336,188,Peddanapalya,peddanapalya
5337,188,TC Palya,tc-palya
5338,188,Bheemanakuppe,bheemanakuppe
5339,188,Yekadantha Layout,yekadantha-layout
5340,188,Muddenahalli,muddenahalli
5341,188,Junnasandra,junnasandra
5342,188,Thirumalashettyhally,thirumalashettyhally
5343,188,Kyalasanahalli,kyalasanahalli
5344,188,Kodipalya,kodipalya
5345,188,Vibhutipura,vibhutipura
5346,188,Yerappanahalli,yerappanahalli
5347,188,Hunasamaranahalli,hunasamaranahalli
5348,188,Chikkahullur,chikkahullur
5349,188,Ittangur,ittangur
5350,188,Nagenahalli,nagenahalli
5351,188,Madanayakahalli,madanayakahalli
5352,188,Dodderi,dodderi
5353,188,Vagata,vagata
5354,188,Valepura,valepura
5355,188,Kallugopahalli,kallugopahalli
5356,188,Chikkavadagere,chikkavadagere
5357,188,Maligondanahalli,maligondanahalli
5358,188,Mavalli,mavalli
5359,188,Jogapalya,jogapalya
5360,188,Dasanapura,dasanapura
5361,188,Yerthiganahalli,yerthiganahalli
5362,188,Electronic City,electronic-city
5363,188,Carmelaram Road,carmelaram-road
5364,188,Attur Layout,attur-layout
5365,188,Off Hennur Road,off-hennur-road
5366,188,Guguttahalli,guguttahalli
5367,188,Ambedkar Veedhi,ambedkar-veedhi
5368,188,Dodda Aalada Mara,dodda-aalada-mara
5369,188,Doddajala,doddajala
5370,188,Hennur Bagalur Road,hennur-bagalur-road
5371,188,Koppa Begur Road,koppa-begur-road
5372,188,Pulikeshi Nagar,pulikeshi-nagar
5373,188,Banashankari 6th Stage,banashankari-6th-stage
5374,188,Bagalur Road,bagalur-road
5375,188,Mullur,mullur
5376,188,Chandapura Dommasandra Road,chandapura-dommasandra-road
5377,189,Hubli and Dharwad,hubli-and-dharwad
5378,190,Sriramapura,sriramapura
5379,190,Hebbal,hebbal
5380,190,Yadavagiri,yadavagiri
5381,190,J P Nagar,j-p-nagar
5382,190,Mahadevapura Road,mahadevapura-road
5383,190,Nanjangud Highway,nanjangud-highway
5384,190,Bannur Road,bannur-road
5385,190,T Narasipura Main Road,t-narasipura-main-road
5386,190,Hunsur Road,hunsur-road
5387,190,Kuvempu Nagar,kuvempu-nagar
5388,190,Shivaji Road,shivaji-road
5389,190,Beechanakuppe,beechanakuppe
5390,190,Jayalakshmipuram,jayalakshmipuram
5391,190,Lakshmipuram,lakshmipuram
5392,190,Gokulam,gokulam
5393,190,Siddhartha Layout,siddhartha-layout
5394,190,V. V. Mohalla,v-v-mohalla
5395,190,Vijayanagar,vijayanagar
5396,190,Ramanuja Road,ramanuja-road
5397,190,Adipampa Road,adipampa-road
5398,190,Kalidasa Road,kalidasa-road
5399,190,Chamrajpura,chamrajpura
5400,190,Hinkal,hinkal
5401,190,Chamarajapuram,chamarajapuram
5402,190,Brindavan Extention,brindavan-extention
5403,190,Sayyaji Rao Road,sayyaji-rao-road
5404,190,Ramakrishna Nagar,ramakrishna-nagar
5405,190,Madagalli,madagalli
5406,190,Airport Road,airport-road
5407,190,Jettihundi,jettihundi
5408,190,Vontikoppal,vontikoppal
5409,190,Dattagalli,dattagalli
5410,190,Bogadi,bogadi
5411,190,Krishnarajasagara,krishnarajasagara
5412,190,KC Layout,kc-layout
5413,190,Basavanahalli,basavanahalli
5414,190,Mirza Road,mirza-road
5415,190,Devanuru,devanuru
5416,190,Palahalli,palahalli
5417,190,Bangalore Road,bangalore-road
5418,190,Pragathi Nagar,pragathi-nagar
5419,190,Chamundipuram,chamundipuram
5420,190,Saraswathipuram,saraswathipuram
5421,190,Gangothri Layout,gangothri-layout
5422,190,Rajeevnagar 2nd Stage,rajeevnagar-2nd-stage
5423,190,Udayagiri,udayagiri
5424,190,Rajendra Nagar,rajendra-nagar
5425,190,Nazarbad,nazarbad
5426,190,Jayanagar,jayanagar
5427,190,Rajarajeshwari Nagar,rajarajeshwari-nagar
5428,190,Metagalli,metagalli
5429,190,Shakti Nagar,shakti-nagar
5430,190,Vivekananda Nagar,vivekananda-nagar
5431,190,Bogadi Road,bogadi-road
5432,190,Kergalli,kergalli
5433,190,Aravinda Nagar,aravinda-nagar
5434,190,Ittige Gudu,ittige-gudu
5435,190,Mogarahalli,mogarahalli
5436,190,Ilavala Hobli,ilavala-hobli
5437,190,Vidyaranyapuram,vidyaranyapuram
5438,190,Roopa Nagar,roopa-nagar
5439,190,Elivala,elivala
5440,190,N.R Mohalla,n-r-mohalla
5441,190,Kesare,kesare
5442,190,Ashokpuram,ashokpuram
5443,190,KRS Road,krs-road
5444,190,Heggadadevankote,heggadadevankote
5445,190,Devaraja Mohalla,devaraja-mohalla
5446,190,Niveditha Nagar,niveditha-nagar
5447,190,Rammanahalli,rammanahalli
5448,190,Bilikere,bilikere
5449,190,Alanahalli,alanahalli
5450,190,Shyadanahalli,shyadanahalli
5451,190,Hootagalli,hootagalli
5452,190,Tilak Nagar,tilak-nagar
5453,190,TK Layout,tk-layout
5454,190,JSS Layout,jss-layout
5455,190,RS Naidu Nagar,rs-naidu-nagar
5456,190,Sharadadevi Nagar,sharadadevi-nagar
5457,190,BEML Nagar,beml-nagar
5458,190,Gaddige,gaddige
5459,190,Nadanahalli,nadanahalli
5460,190,Bettadapura,bettadapura
5461,190,Rajiv Nagar,rajiv-nagar
5462,190,Halladakallahalli,halladakallahalli
5463,190,Periyapatna,periyapatna
5464,190,Somanath Nagar,somanath-nagar
5465,190,Naganahalli,naganahalli
5466,190,Mandi Mohalla,mandi-mohalla
5467,190,Kalyanagiri,kalyanagiri
5468,190,Yaraganahalli,yaraganahalli
5469,190,Utanahalli,utanahalli
5470,190,Bannimantap,bannimantap
5471,190,Huyilalu Road,huyilalu-road
5472,190,Naguvanahalli,naguvanahalli
5473,190,Ramachandra Agrahara,ramachandra-agrahara
5474,190,Bandipalya,bandipalya
5475,190,Krishnamurthy Puram,krishnamurthy-puram
5476,190,JC Nagar,jc-nagar
5477,190,Alanahalli Layout,alanahalli-layout
5478,190,Kurubara Halli,kurubara-halli
5479,190,Vishweshwara Nagar,vishweshwara-nagar
5480,190,Madapura,madapura
5481,190,Sathagalli Layout,sathagalli-layout
5482,190,Vinayakanagara,vinayakanagara
5483,190,Marase,marase
5484,190,Kuppaluru,kuppaluru
5485,190,Kanakadasa Nagar,kanakadasa-nagar
5486,190,Nagawala,nagawala
5487,190,Gayathripuram,gayathripuram
5488,190,Hosahundi,hosahundi
5489,190,Jyothi Nagar,jyothi-nagar
5490,190,Rajajinagara,rajajinagara
5491,190,RT Nagar,rt-nagar
5492,190,Shankara Nagar,shankara-nagar
5493,190,Srinagara Layout,srinagara-layout
5494,190,Dadadahalli,dadadahalli
5495,190,Huskur,huskur
5496,190,Nanjangudu,nanjangudu
5497,190,Tirumakudalu Narasipura,tirumakudalu-narasipura
5498,190,Kote Hundi,kote-hundi
5499,190,Jantagalli,jantagalli
5500,190,Rangasamudra,rangasamudra
5501,190,Halalu,halalu
5502,190,Hadajana,hadajana
5503,190,Kadakola,kadakola
5504,190,University Layout,university-layout
5505,190,Hanchya,hanchya
5506,190,Gejjagalli,gejjagalli
5507,190,Thaluru,thaluru
5508,190,Doddakaturu,doddakaturu
5509,190,Murudagalli,murudagalli
5510,190,Bannur,bannur
5511,190,Varuna,varuna
5512,190,Kundanahalli,kundanahalli
5513,190,Yelwala,yelwala
5514,190,Kenchalgaud,kenchalgaud
5515,191,Ring Road,ring-road
5516,191,Sedam Road,sedam-road
5517,191,Lal Bahadur Shastri Nagar,lal-bahadur-shastri-nagar
5518,191,Khaja Colony,khaja-colony
5519,191,Shambhognlli,shambhognlli
5520,191,Shahbad Road,shahbad-road
5521,191,Biddapur Colony,biddapur-colony
5522,191,Jewargi Road,jewargi-road
5523,191,Badepur,badepur
5524,191,CIB Colony,cib-colony
5525,191,Udnoor,udnoor
5526,191,Gunj Colony,gunj-colony
5527,191,Brhampur,brhampur
5528,191,Kotnoor,kotnoor
5529,191,Naganalli,naganalli
5530,191,Azadpur,azadpur
5531,191,Gobbur B,gobbur-b
5532,191,Kusnoor,kusnoor
5533,191,Godutainagar,godutainagar
5534,191,Kailash Nagar,kailash-nagar
5535,191,Visvesvaraya Nagar,visvesvaraya-nagar
5536,191,MSK Mill Road,msk-mill-road
5537,191,Hagarga road,hagarga-road
5538,191,Mominpura,mominpura
5539,191,Adarsh Nagar,adarsh-nagar
5540,191,Kapnoor,kapnoor
5541,191,Aland,aland
5542,191,Jevargi,jevargi
5543,191,Shahapur,shahapur
5544,191,Farhatabad,farhatabad
5545,191,Nandur,nandur
5546,191,Hirapur,hirapur
5547,191,Pragati Colony,pragati-colony
5548,191,Noor Bagh,noor-bagh
5549,191,Chittapur,chittapur
5550,191,Shivaji Nagar,shivaji-nagar
5551,191,Khandal,khandal
5552,191,Yadgir,yadgir
5553,191,D.Ghangapur,d-ghangapur
5554,191,Misbaha Colony,misbaha-colony
5555,191,Yadulla Colony,yadulla-colony
5556,191,Vidya Nagar,vidya-nagar
5557,191,Shahbaz Colony,shahbaz-colony
5558,191,Kuvempu Nagar,kuvempu-nagar
5559,191,Santosh Colony,santosh-colony
5560,191,GDA Layout,gda-layout
5561,191,Daryapur,daryapur
5562,191,Raghavendra Colony,raghavendra-colony
5563,191,Akkamahadevi Colony,akkamahadevi-colony
5564,191,Udchan,udchan
5565,192,Ranipur,ranipur
5566,192,Balmatta,balmatta
5567,192,Konchady,konchady
5568,192,Kankanady,kankanady
5569,192,Mary Hill,mary-hill
5570,192,Kodailbail,kodailbail
5571,192,Valencia,valencia
5572,192,Kottara,kottara
5573,192,Kadri,kadri
5574,192,Bejai,bejai
5575,192,Ullal,ullal
5576,192,Kavoor,kavoor
5577,192,Subhash Nagar,subhash-nagar
5578,192,Bolar,bolar
5579,192,Upper Bendoor,upper-bendoor
5580,192,Jeppu Market Road,jeppu-market-road
5581,192,Alake,alake
5582,192,Vas Lane,vas-lane
5583,192,Kulashekara,kulashekara
5584,192,Mangala Nagar,mangala-nagar
5585,192,Attavar,attavar
5586,192,Pandeshwar,pandeshwar
5587,192,Marnamikatte,marnamikatte
5588,192,Surathkal,surathkal
5589,192,Urva,urva
5590,192,Kuloor - Ferry Road,kuloor-ferry-road
5591,192,Bajpe,bajpe
5592,192,Derebail,derebail
5593,192,Lalbhag,lalbhag
5594,192,Mallikatte,mallikatte
5595,192,Shaktinagar,shaktinagar
5596,192,Shivabaugh,shivabaugh
5597,192,Sturrock Road,sturrock-road
5598,192,Nanthoor,nanthoor
5599,192,Gandhi Nagar,gandhi-nagar
5600,192,Derlakatte,derlakatte
5601,192,Ashok Nagar,ashok-nagar
5602,192,Kinnigoli,kinnigoli
5603,192,Konaje,konaje
5604,192,M.G Road,m-g-road
5605,192,Kotekani,kotekani
5606,192,Talapady,talapady
5607,192,Bendoor,bendoor
5608,192,Kalpana Road,kalpana-road
5609,192,S.L Mathias Road,s-l-mathias-road
5610,192,Kudroli,kudroli
5611,192,Moodabidiri,moodabidiri
5612,192,Kulai,kulai
5613,192,Lalbagh,lalbagh
5614,192,Thokottu,thokottu
5615,192,Mukka,mukka
5616,192,Vittal,vittal
5617,192,Krishnapura,krishnapura
5618,192,Vyasa Nagar,vyasa-nagar
5619,192,Yeyyadi,yeyyadi
5620,192,Mulki,mulki
5621,192,Kateel,kateel
5622,192,Manipal,manipal
5623,192,Bejai-Kapikad Road,bejai-kapikad-road
5624,192,Neermarga,neermarga
5625,192,Bondel,bondel
5626,192,Maroli,maroli
5627,192,Hoige Bail,hoige-bail
5628,192,Kotekar,kotekar
5629,192,Bunder,bunder
5630,192,Vamanjoor,vamanjoor
5631,192,Uppinangadi,uppinangadi
5632,192,Padil,padil
5633,192,Kodikal,kodikal
5634,192,Padubidri,padubidri
5635,192,Pumpwell,pumpwell
5636,192,Jeppinamogaru,jeppinamogaru
5637,192,Yekkur,yekkur
5638,192,Nandi Gudda,nandi-gudda
5639,192,Bikarnakatte-Bikarnakatte-Kaikamba,bikarnakatte-bikarnakatte-kaikamba
5640,192,Katipalla,katipalla
5641,192,Hampankatta,hampankatta
5642,192,Ganjimutt,ganjimutt
5643,192,Belthangady,belthangady
5644,192,Kudupu,kudupu
5645,192,Pavoor,pavoor
5646,192,Muduperar,muduperar
5647,192,Sullia,sullia
5648,192,Haleyangadi,haleyangadi
5649,192,Tenkayedapadavu,tenkayedapadavu
5650,192,Paduperar,paduperar
5651,192,Arkula,arkula
5652,192,Ujire,ujire
5653,192,Kannur,kannur
5654,192,Addur,addur
5655,192,Narimogru,narimogru
5656,192,Thumbe,thumbe
5657,192,Natekal,natekal
5658,192,Bantwal,bantwal
5659,192,Kaikamba,kaikamba
5660,192,Puttur,puttur
5661,192,Ladyhill,ladyhill
5662,192,Kenjar,kenjar
5663,192,Kolnadu,kolnadu
5664,192,Kolambe,kolambe
5665,192,Subrahmanya,subrahmanya
5666,192,Chilambi,chilambi
5667,192,Hosabettu,hosabettu
5668,192,Ammunje,ammunje
5669,192,B.C Road,b-c-road
5670,192,Pakshikere,pakshikere
5671,192,Shiva Nagar,shiva-nagar
5672,192,Farangipate,farangipate
5673,192,Adyar,adyar
5674,192,Kuntikan,kuntikan
5675,192,Amtady,amtady
5676,192,Chennaithodi,chennaithodi
5677,192,Saripalla,saripalla
5678,192,Padukodi,padukodi
5679,192,Shimantoor,shimantoor
5680,192,Mudipu,mudipu
5681,192,Mannagudda,mannagudda
5682,192,Kapikad,kapikad
5683,193,Tilakwadi,tilakwadi
5684,193,Guruwar Peth,guruwar-peth
5685,193,Shivaji Colony,shivaji-colony
5686,193,Maratha Colony,maratha-colony
5687,193,Shashtri Nagar,shashtri-nagar
5688,193,Godse Wadi,godse-wadi
5689,193,Nanwadi,nanwadi
5690,193,Sambra Airport,sambra-airport
5691,193,R.C. Nagar,r-c--nagar
5692,193,Bhagya Nagar,bhagya-nagar
5693,193,Hindwadi,hindwadi
5694,193,Mandoli Road,mandoli-road
5695,193,Club Road,club-road
5696,193,Bidi,bidi
5697,193,Adarsh Nagar,adarsh-nagar
5698,193,Ganeshpur,ganeshpur
5699,193,Kaveri Nagar,kaveri-nagar
5700,193,Angol,angol
5701,193,Nehru Nagar,nehru-nagar
5702,193,Shindoli,shindoli
5703,193,Shree Nagar,shree-nagar
5704,193,Savgoan,savgoan
5705,193,Hanuman Nagar,hanuman-nagar
5706,193,Shahpur,shahpur
5707,193,Sadashivnagar,sadashivnagar
5708,193,Gokul Nagar,gokul-nagar
5709,193,Rani Chennamma Nagar,rani-chennamma-nagar
5710,193,Shivabasava Nagar,shivabasava-nagar
5711,193,Vadgaon,vadgaon
5712,193,Kanbargi,kanbargi
5713,193,Basavan Kudchi,basavan-kudchi
5714,193,Veerabhadra Nagar,veerabhadra-nagar
5715,193,Nipani,nipani
5716,193,Chikodi,chikodi
5717,193,Kudchi,kudchi
5718,193,Bailhongal,bailhongal
5719,193,Mahantesh Nagar,mahantesh-nagar
5720,193,Azam Nagar,azam-nagar
5721,193,Hukkeri,hukkeri
5722,193,Jamboti,jamboti
5723,193,Gandhi Nagar,gandhi-nagar
5724,193,Athani,athani
5725,193,Ramteerth Nagar,ramteerth-nagar
5726,193,Piranwadi,piranwadi
5727,193,Machhe,machhe
5728,193,khanapur,khanapur
5729,193,Benakanhalli,benakanhalli
5730,193,Sadalga,sadalga
5731,193,Sankeshwar-Belgaum road,sankeshwar-belgaum-road
5732,193,Bastwad,bastwad
5733,193,Sahyadri Nagar,sahyadri-nagar
5734,193,Harugeri,harugeri
5735,193,Desur,desur
5736,193,Udyambag,udyambag
5737,193,Saundatti,saundatti
5738,193,Khade Bazar,khade-bazar
5739,193,Narsingpur,narsingpur
5740,193,Bauxite Road,bauxite-road
5741,193,Dhamane,dhamane
5742,193,Hosa Kadrolli,hosa-kadrolli
5743,193,Vaibhav Nagar,vaibhav-nagar
5744,193,Kadoli,kadoli
5745,193,Gokak,gokak
5746,193,Panth Balekundri,panth-balekundri
5747,193,Shahu Nagar,shahu-nagar
5748,193,Camp,camp
5749,193,Raviwar Peth,raviwar-peth
5750,193,Basava Colony,basava-colony
5751,193,Shivaji Nagar,shivaji-nagar
5752,193,Sulga,sulga
5753,193,Kangrali,kangrali
5754,193,Guruprasad Nagar,guruprasad-nagar
5755,193,Rani Chennamma Nagar,rani-chennamma-nagar
5756,193,Londa,londa
5757,193,Yamakanmardi,yamakanmardi
5758,193,Anand Nagar,anand-nagar
5759,193,Kagwad,kagwad
5760,193,Tilari Road,tilari-road
5761,193,Kakati,kakati
5762,193,Vinayak Nagar,vinayak-nagar
5763,193,Mugalihal,mugalihal
5764,194,Karur,karur
5765,194,Nittuvalli,nittuvalli
5766,194,Davanagere-Harihara Road,davanagere-harihara-road
5767,194,kuvempu nagar,kuvempu-nagar
5768,194,Imam Nagar,imam-nagar
5769,194,Harihar,harihar
5770,194,Shamanur,shamanur
5771,194,Mandipet,mandipet
5772,194,Hadadi road,hadadi-road
5773,194,Kondajji road,kondajji-road
5774,194,Vidyanagar,vidyanagar
5775,194,KB Extension,kb-extension
5776,194,Harpanahalli,harpanahalli
5777,194,Nittuvalli,nittuvalli
5778,194,SS Layout,ss-layout
5779,194,Jayanagara,jayanagara
5780,194,Ellamma Nagar,ellamma-nagar
5781,194,Swami Vivekananda Badavane,swami-vivekananda-badavane
5782,194,Jagalur,jagalur
5783,194,Apache Nagar,apache-nagar
5784,194,MCC,mcc
5785,194,Basweshwar Layout,basweshwar-layout
5786,194,Vinayaka Badavane,vinayaka-badavane
5787,195,Parvathi Nagar,parvathi-nagar
5788,195,Cowl Bazar,cowl-bazar
5789,195,Basaveshvara Nagar,basaveshvara-nagar
5790,195,Kuvempu Nagar,kuvempu-nagar
5791,195,Bapu Ji Nagar,bapu-ji-nagar
5792,195,LLC Colony,llc-colony
